id,name
200,Yann LeCun
2000,Dimitrios Apostolopoulos
2001,William Whittaker
2002,Ranit Aharonov-Barki
2003,Ilya Nemenman
2004,Angelo Arleo
2005,Fabrizio Smeraldi
2006,St?phane Hug
2007,Eiji Mizutani
2008,James Demmel
2009,Guy Mayraz
201,Conrad C. Galland
2010,Shai Ben-David
2011,Hans-Ulrich Simon
2012,Adrienne L. Fairhall
2013,Geoffrey D. Lewen
2014,Thomas Natschl?ger
2015,Relu Patrascu
2016,Jodi Moran
2017,Barbara Zenger
2018,Vasin Punyakanok
2019,Nando de Freitas
202,Kenneth D. Miller
2020,Un-Min Bae
2021,Anders Jonsson
2022,Susanne Still
2023,Klaus Hepp
2024,D?rthe Malzahn
2025,Silvia Scarpetta
2026,Jianbo Shi
2027,Christian R. Shelton
2028,Jonathan S. Yedidia
2029,Jean-Ren? Duhamel
203,Joseph B. Keller
2030,Trausti T. Kristjansson
2031,Natalia Hernandez-Gardiol
2032,Sridhar Mahadevan
2033,Frank Dellaert
2034,Steven M. Seitz
2035,Charles E. Thorpe
2036,R?jean Ducharme
2037,Pascal Vincent
2038,Robert St-Aubin
2039,Jesse Hoey
204,Michael P. Stryker
2040,Craig Boutilier
2041,Jun Morimoto
2042,Szabolcs K?li
2043,Cynthia Archer
2044,Thomas L. Griffiths
2045,Alexander G. Gray
2046,Peter W. Glynn
2047,Massimiliano Pontil
2048,Thomas P. Minka
2049,Olivier Bousquet
205,Avrim Blum
2050,Fernando P?rez-Cruz
2051,Pedro Luis Alarc?n-Diana
2052,Angel Navia-V?zquez
2053,Antonio Art?s-Rodr?guez
2054,Scott Saobing Chen
2055,Ramesh A. Gopinath
2056,Erik B. Sudderth
2057,Alan S. Willsky
2058,Hidetoshi Nishimori
2059,Anitha Kannan
206,Ronald L. Rivest
2060,Oren Shriki
2061,Igor V. Cadez
2062,Blaise Ag?era y Arcas
2063,Huma Lodhi
2064,Mark J. F. Gales
2065,Arno Sch?dl
2066,Carlotta Domeniconi
2067,Jing Peng
2068,Dimitrios Gunopulos
2069,Phil Sallee
207,Daniel L. Alkon
2070,Ulrik Kjems
2071,Stephen C. Strother
2072,Carl van Vreeswijk
2073,Paul M. Hayton
2074,Paul Anuzis
2075,Bosco S. Tjan
2076,Vladimir Pavlovic
2077,James M. Rehg
2078,John MacCormick
2079,Naama Brenner
208,Francis K. H. Quek
2080,In Jae Myung
2081,Mark A. Pitt
2082,Shaobo Zhang
2083,Vijay Balasubramanian
2084,Vladimir Koltchinskii
2085,Dmitriy Panchenko
2086,Predrag Neskovic
2087,Philip C. Davis
2088,J?rgen Tchorz
2089,Michael Kleinschmidt
209,Thomas P. Vogl
2090,Birger Kollmeier
2091,David Hsu
2092,Miguel Figueroa
2093,Shie Mannor
2094,Alex Acero
2095,Li Deng
2096,Thomas Wachtler
2097,Robert A. Legenstein
2098,Hiroyuki Kurino
2099,M. Nakagawa
21,C. Lee Giles
210,Griff L. Bilbro
2100,Kang Wook Lee
2101,Tomonori Nakamura
2102,Yuusuke Yamada
2103,Ki Tae Park
2104,Mitsumasa Koyanagi
2105,Serge Belongie
2106,Martijn A. R. Leisink
2107,Jakob Carlstr?m
2108,Chiranjib Bhattacharyya
2109,Charles Dugas
211,Reinhold Mann
2110,Fran?ois B?lisle
2111,Ren? Garcia
2112,Michele Covell
2113,David R. Musicant
2114,Martin Szummer
2115,Jonathan D. Nelson
2116,Milind R. Naphade
2117,Igor Kozintsev
2118,Thomas S. Huang
2119,Wei Lu
212,Thomas K. Miller
2120,Jagath C. Rajapakse
2121,Rafal Bogacz
2122,Malcolm W. Brown
2123,Christophe G. Giraud-Carrier
2124,Hedvig Sidenbladh
2125,Michael J. Black
2126,Jont B. Allen
2127,Gal Elidan
2128,Noam Lotner
2129,R. S. Busby
213,Wesley E. Snyder
2130,Daniel Yarlett
2131,Michael Ramscar
2132,Dan Klein
2133,Christopher D. Manning
2134,Jaz S. Kandola
2135,Takashi Morie
2136,Tomohiro Matsuura
2137,Makoto Nagata
2138,Atsushi Iwata
2139,John Langford
214,David E. van den Bout
2140,Vandi Verma
2141,Ronan Collobert
2142,William M. Campbell
2143,Carl E. Rasmussen
2144,Jesper Tegn?r
2145,?d?m Kepecs
2146,Qi Zhang
2147,Sally A. Goldman
2148,S. Parveen
2149,P. Green
2150,Mikhail Belkin
2151,F. Shafee
2152,O. Donchin
2153,Martijn Leisink
2154,Bert Kappen
2155,Stephen J. Hanson
2156,N. Matsumoto
2157,M. Okada
2158,A. D'avella
2159,M. C. Tresch
216,Andreas G. Andreou
2160,E. J. Chichilnisky
2161,M?rio Figueiredo
2162,Aaron P. Shon
2163,Katya Scheinberg
2164,Oren Souroujon
2165,Pavel Kisilev
2166,Yehoshua Y. Zeevi
2167,H. Colonius
2168,A. Diederich
2169,Polina Golland
217,Subutai Ahmad
2171,Michael D. Colagrosso
2172,David E. Huber
2173,Hongyuan Zha
2174,Xiaofeng He
2175,Chris Ding
2176,Ming Gu
2177,Horst D. Simon
2178,Bob Rehder
2179,Antonino Casile
218,David Rogers
2180,Michele Rucci
2181,Martin A. Giese
2182,Yun Gao
2183,Shy Shoham
2184,Dieter Fox
2185,J. Wearden
2186,Yee W. Teh
2187,Max Welling
2188,Gleb Basalyga
2189,Michael Casey
219,Sylvie Ryckebusch
2190,Peter Meinicke
2191,Tom Hartley
2192,Koji Tsuda
2193,Motoaki Kawanabe
2194,S?ren Sonnenburg
2195,Hyeyoung Park
2196,Tomoko Ozeki
2197,R?mer Rosales
2198,Stan Sclaroff
2199,Amir Globerson
22,R. D. Griffin
220,Shigeru Tanaka
2200,M. J. Anderson
2201,E. D. Young
2202,Israel Nelken
2203,Heiko Wersing
2204,R. Soto
2205,Aaron C. Courville
2206,Benjamin Blankertz
2207,Gabriel Curio
2208,Maoz Shamir
2209,Roman Genov
221,Yves Chauvin
2210,Marzia Polito
2211,J. A. Beintema
2212,M. Lappe
2213,Alexander C. Berg
2214,Gert Lanckriet
2215,Laurent E. Ghaoui
2216,B. D. Wright
2217,Kamal Sen
2218,A. J. Doupe
2219,Steven Lemm
222,Alan H. Kramer
2220,Sanjoy Dasgupta
2221,Mark A. Paskin
2222,Guy Lebanon
2223,John D. Lafferty
2224,N. Smith
2225,Mark Gales
2226,Roland Vollgraf
2227,Mikio L. Braun
2228,T. Zhang
2229,Ji Zhu
2230,Jon M. Kleinberg
2231,Pedro Domingos
2232,Geoff Hulten
2233,Eran Segal
2234,Nando D. Freitas
2235,B. T. Backus
2236,Alberto Paccanaro
2237,Francis R. Bach
2238,David M. Blei
2239,Marcus Hutter
224,Richard Fozzard
2240,Dimitris Achlioptas
2241,Frank Mcsherry
2242,Julian Eggert
2243,Berthold B?uml
2244,Wheeler Ruml
2245,Michael Collins
2246,S. Dasgupta
2247,Michael Kositsky
2248,David Jacobs
2249,Bas Rokers
225,Gary Bradshaw
2250,Assaf Gottlieb
2251,Gang Ji
2252,Frank C. Meinecke
2253,Giorgio A. Ascoli
2254,Alexei V. Samsonovich
2255,K. Yao
2256,S. Nakamura
2257,Stefan Harmeling
2258,Stephen J. Roberts
2259,Richard Hahnloser
226,Louis Ceci
2260,H. S. Seung
2261,Roni Khardon
2262,Rocco A. Servedio
2263,Christopher Williams
2264,Felix V. Agakov
2265,Stephen N. Felderhof
2266,Angela J. Yu
2267,K. Wong
2268,F. Li
2269,Florence D'alch?-buc
227,Jared Leinbach
2270,Christophe Ambroise
2271,Bernd Heisele
2272,Thomas Serre
2273,Thomas Vetter
2274,Stuart N. Wrigley
2275,M. Schmitt
2276,Gregor Wenning
2277,Nicol? Cesa-bianchi
2278,Alex Conconi
2279,Toshihiko Yamasaki
228,Tobi Delbr?ck
2280,S. Raghavachari
2281,Thomas P. Trappenberg
2282,Simon M. Stringer
2283,Benjamin P. Hiles
2284,Hwajin Yang
2285,Anita C. Faul
2286,B. Zadrozny
2287,Robert Urbanczik
2288,A. Bofill
2289,D. P. Thompson
229,Zhaoping Li
2290,Ralf Koetter
2291,Nemanja Petrovic
2292,Daniela Farias
2293,Benjamin V. Roy
2294,S. Narayanan
2295,Daniel Jurafsky
2296,Hiroshi Shimodaira
2297,Ken-ichi Noma
2298,Mitsuru Nakai
2299,Shigeki Sagayama
23,T. Maxwell
230,John J. Hopfield
2300,J. Bi
2301,J. L. Shapiro
2302,Tilman Lange
2303,Auke J. Ijspeert
2304,Jun Nakanishi
2305,Vin D. Silva
2306,Aaron J. Gruber
2307,Ronen I. Brafman
2308,Moshe Tennenholtz
2309,Hanna Pasula
231,Terence D. Sanger
2310,Bhaskara Marthi
2311,Brian Milch
2312,Stuart J. Russell
2313,Ilya Shpitser
2314,Ehud Ben-reuven
2315,Mark Steyvers
2316,Anat Levin
2317,Assaf Zomet
2318,David Danks
2319,Mehryar Mohri
232,David H. Ackley
2320,Harald Steck
2321,Tommi S. Jaakkola
2322,Sachin S. Kajarekar
2324,David Poole
2325,Elzbieta Pekalska
2326,David M.J. Tax
2327,Robert Duin
2328,Eric P. Xing
2329,Masato Okada
233,Mitsuo Komura
2330,R. Carmona
2331,F. Jim?nez-garrido
2332,R. Dominguez-castro
2333,S. Espejo
2334,A. Rodriguez-v?zquez
2335,Xiaofeng Wang
2336,Tuomas Sandholm
2337,David Spiegelhalter
2338,John Winn
2339,Joaquin Qui?onero Candela
234,Akio Tanaka
2340,Shinji Watanabe
2341,Yasuhiro Minami
2342,Atsushi Nakamura
2343,Anton Schwaighofer
2344,Peter Mayer
2345,Alexander K. Scheel
2346,Gerhard A. M?ller
2347,Bernd Fischer
2348,Johann Schumann
2349,Wray Buntine
235,Erich J. Smythe
2350,Simon Osindero
2351,W Wu
2352,M. J. Black
2353,Y. Gao
2354,M. Serruya
2355,A. Shaikhouni
2356,J. P. Donoghue
2357,Eleazar Eskin
2358,William S. Noble
2359,Christina S. Leslie
236,David Feld
2360,Chen Yanover
2361,Leonid Taycher
2362,John Iii
2363,Chakra Chennubhotla
2364,Allan D. Jepson
2365,Jarmo Hurri
2366,Patrick J. Wolfe
2367,Simon J. Godsill
2368,Gert R. Lanckriet
2369,Alexandre R. Romariz
237,Joe Eisenberg
2370,Kelvin Wagner
2371,R. J. Vogelstein
2372,Francesco Tenore
2373,Ralf Philipp
2374,Miriam S. Adlerstein
2375,David H. Goldberg
2376,Finnegan Southey
2377,Ali Ghodsi
2378,Pascal Poupart
2379,Cheng S. Ong
238,Edwin Lewis
2380,Sergey Kirshner
2381,Chandrika Kamath
2382,Clayton Scott
2383,Robert Nowak
2384,Rajesh P. Rao
2385,Matthias Bethge
2386,David Rotermund
2387,Joseph Keshet
2388,Khashayar Rohanimanesh
2389,Lavi Shpigelman
239,Bill Baird
2390,Rony Paz
2391,Liam Paninski
2392,Ralf Schoknecht
2393,Artur Merke
2394,Alistair Bray
2395,Dominique Martinez
2396,David A. Ross
2397,Brian Taba
2398,Kwabena A. Boahen
2399,Julian Laub
24,Eberhard E. Fetz
240,Stanley C. Ahalt
2400,David R. Martin
2401,Charless C. Fowlkes
2402,B. Caputo
2403,Gy. Dork?
2404,Nathaniel D. Daw
2405,Gregory Shakhnarovich
2406,Glenn M. Fung
2407,Gil-jin Jang
2408,Melissa Dominguez
2409,James D. Park
241,F. D. Garber
2410,Adnan Darwiche
2411,Michael Ii
2412,Stuart Andrews
2413,Ioannis Tsochantaridis
2414,Malte Boegershausen
2415,Pascal Suter
2416,Rong Jin
2417,Marina Sokolova
2418,Nathalie Japkowicz
2419,John S. Shawe-taylor
242,I. Jouny
2420,Seth Bridges
2422,Duane Q. Nykamp
2423,Nicholas P. Hughes
2424,Daniela D. Farias
2425,Shantanu Chakrabartty
2426,Alex Holub
2427,Gilles Laurent
2428,Bernd Porr
2429,Florentin W?rg?tter
243,Ashok K. Krishnamurthy
2430,Matthias O. Franz
2431,Javaan S. Chahl
2432,Luis E. Ortiz
2433,Daniel J. Navarro
2434,Michael D. Lee
2435,Bin Wu
2436,David Bodoff
2437,David Fass
2438,Jacob Feldman
2439,Zach Solan
244,Paul Beckman
2440,Michael Eisele
2441,Matthias Kaper
2442,Florian Hoppe
2443,Manfred Heumann
2444,Shotaro Akaho
2445,Willem H. Zuidema
2446,Kwokleung Chan
2447,Ran Gilad-bachrach
2448,Amir Navot
2449,Michael Kearns
245,Wei-Tsih Lee
2450,Albert E. Parker
2451,Tom?\v S. Gedeon
2452,Alexander G. Dimitrov
2453,Armen Stepanyants
2454,Stan Z. Li
2455,Zhenqiu Zhang
2456,Heung-yeung Shum
2457,Hongjiang Zhang
2458,Antonio Torralba
2459,Amos J. Storkey
246,Rodney M. Goodman
2460,S.v.n. Vishwanathan
2461,Jean-philippe Vert
2462,Minoru Kanehisa
2463,Thomas Strohmann
2464,Gregory Z. Grudic
2465,Dmitry Y. Pavlov
2466,David M. Pennock
2467,Ofer Dekel
2468,Fei Sha
2469,Dan Pelleg
247,John W. Miller
2470,Richard M. Karp
2471,Kenneth J. Malmberg
2472,Ren? Zeelenberg
2473,Richard M. Shiffrin
2474,Neville E. Sanjana
2475,Matthew G. Snover
2476,Michael R. Brent
2477,Marshall F. Tappen
2478,Edward H. Adelson
2479,E. Solak
248,Padhraic Smyth
2480,R. Murray-smith
2481,W. E. Leithead
2482,D. J. Leith
2483,Michalis K. Titsias
2484,Charles L. Isbell
2485,Yann L. Cun
2486,Jennifer F. Linden
2487,Robert B. Gramacy
2488,Scott A. Brandt
2489,Ismail Ari
249,Brian Rasnow
2490,Saharon Rosset
2491,Daniel Herrmann
2492,Maxim Likhachev
2493,Cody Kwok
2494,Henry Markram
2495,Martin H. Law
2496,Anil K. Jain
2497,Gregoire Deback
2498,Jakob Heinzle
2499,Tatyana Sharpee
25,Ben S. Wittner
250,Christopher Assad
2500,Nicole C. Rust
2501,Agathe Girard
2502,Joaquin Qui?onero Candela
2503,Guoning Hu
2504,Deliang Wang
2505,Jaz Kandola
2506,Herbert Jaeger
2507,Guido Dornhege
2508,Kinh Tieu
2509,Erik G. Miller
251,Mark E. Nelson
2510,Alexei Vinokourov
2511,Terry Elliott
2512,Craig Saunders
2513,Eric Allender
2514,Sanjeev Arora
2515,Cristopher Moore
2516,Alexander Russell
2517,Alon Fishbach
2518,Bradford J. May
2519,Yasemin Altun
252,Eric B. Baum
2520,Mark Johnson
2521,Christian K. Machens
2522,Michael Wehr
2523,Thorsten Twellmann
2524,Arunava Banerjee
2525,Ali Rahimi
2526,Michael R. Deweese
2527,Philip Derbeko
2528,Jeff Bondy
2529,Ian Bruce
253,David Haussler
2530,Simon Haykin
2531,D. Philipona
2532,J.k. O'regan
2533,J.-p. Nadal
2534,Olivier Coenen
2535,Christopher J. Paciorek
2536,Mark J. Schervish
2537,Pedro J. Moreno
2538,Purdy P. Ho
2539,Sanjiv Kumar
254,James R. Mann
2540,Martial Hebert
2541,Jianxin Wu
2542,Matthew D. Mullin
2543,Quaid D. Morris
2544,Salvador Ruiz-correa
2545,Linda G. Shapiro
2546,Gabriel Berson
2547,Jan Eichhorn
2548,Andreas Tolias
2549,Alexander Zien
255,Sheldon Gilbert
2550,Malte Kuss
2551,Nikos Logothetis
2552,Kannan Achan
2553,Xiaofei He
2554,Shai Shalev-shwartz
2555,Jaco Vermaak
2556,Bob Ricks
2557,Dan Ventura
2558,Matthew Schultz
2559,Thorsten Joachims
256,Lorien Y. Pratt
2560,Arnab Nilim
2561,Laurent El Ghaoui
2562,Claudio Fanti
2563,Deva Ramanan
2564,Alice X. Zheng
2565,Ben Liblit
2566,Alex Aiken
2567,Woojae Kim
2568,In J. Myung
2569,Adria Bofill-i-petit
257,E. Majani
2570,Benjamin M. Marlin
2571,J. A. Bagnell
2572,Sham M. Kakade
2573,Yuanqing Li
2574,Sergei Shishkin
2575,Jianting Cao
2576,Fanji Gu
2577,Andrzej S. Cichocki
2578,Nathan Sprague
2579,Dana Ballard
258,Ruth Erlanson
2580,Lyndsey C. Pickup
2581,Andrew Zisserman
2582,Jean-yves Audibert
2583,Michael H?usser
2584,Jason Palmer
2585,Bhaskar D. Rao
2586,David P. Wipf
2587,Jonathan W. Pillow
2588,Yoichi Miyawaki
2589,Su-in Lee
259,Yoshihiro Mori
2590,Serafim Batzoglou
2591,Ben Taskar
2592,Carlos Guestrin
2593,Zhou Wang
2594,Denis V. Chigirev
2595,Andriy Mnih
2596,Brian J. Fischer
2597,Charles H. Anderson
2598,Onno Zoeter
2599,Rajat Raina
26,Tomaso Poggio
260,Kazuhiko Yokosawa
2600,Yirong Shen
2601,Zvika Marx
2602,Ido Dagan
2603,Yuan Qi
2604,Tom Minka
2605,Ausra Saudargiene
2606,Masakazu Yagi
2607,Hideo Yamasaki
2608,XuanLong Nguyen
2609,Matthew R. Rudary
261,Bhusan Gupta
2610,Nicoleta Roman
2611,Rock Z. Shi
2612,Jon D. Mcauliffe
2613,G?khan H. Bakir
2614,Kazuyuki Samejima
2615,Yasumasa Ueda
2616,Minoru Kimura
2617,Yu Zhou
2618,Steven G. Mason
2619,Gary E. Birch
262,Martine Naillon
2620,Konrad P. K?rding
2621,Natalia H. Gardiol
2622,Leslie P. Kaelbling
2623,Reto Wyss
2624,Paul F. Verschure
2625,Charles Rosenberg
2626,Alok Ladsariya
2627,Milos Hauskrecht
2628,Branislav Kveton
2629,Nathan Srebro
263,Jean-Bernard Theeten
2630,David C. Parkes
2631,Trevor J. Hastie
2632,Andriy Kharechko
2633,Tomohiro Nakatani
2634,Masato Miyoshi
2635,Keisuke Kinoshita
2636,Joelle Pineau
2637,Claire Monteleoni
2638,Yuval Aviel
2639,Moshe Abeles
264,Lawrence Davis
2640,Haifeng Li
2641,Tao Jiang
2642,Keshu Zhang
2643,Jakob J. Verbeek
2644,Nikos A. Vlassis
2645,Darya Chudova
2646,Christopher Hart
2647,Bertram E. Shi
2648,Eric K. Tsang
2649,Denny Zhou
265,Herv? Bourlard
2650,Arthur Gretton
2651,Ciamac C. Moallemi
2652,Marc Toussaint
2653,Allan Borodin
2654,Vincent Gogan
2655,Ting-fan Wu
2656,Chih-jen Lin
2657,Ruby C. Weng
2658,H. J. Kim
2659,Shankar Sastry
2660,Alan Fern
2661,Sungwook Yoon
2662,Robert Givan
2663,David Ferguson
2664,Aaron Morris
2665,Dirk H?hnel
2666,Christopher Baker
2667,Zachary Omohundro
2668,Carlos Reverte
2669,Scott Thayer
267,Trent E. Lange
2670,Charles Whittaker
2671,Wolfram Burgard
2672,Gurinder S. Atwal
2673,Srikantan S. Nagarajan
2674,Jean-fran?cois Paiement
2675,Olivier Delalleau
2676,Nicolas L. Roux
2677,Marie Ouimet
2678,Vladimir Vovk
2679,Glenn Shafer
268,Michael G. Dyer
2680,Ilia Nouretdinov
2681,David Donoho
2682,Victoria Stodden
2683,Charles Kemp
2684,Sean Stromsten
2685,Ming-fai Wong
2686,Pieter Abbeel
2687,Andrei Belitski
269,Eugene Santos Jr.
2690,Hsin Chen
2691,Patrice Fleury
2692,Paul Merolla
2693,Victor Lavrenko
2694,R. Manmatha
2695,Jiwoon Jeon
2696,Scott A. Beardsley
2697,Yu-han Chang
2698,Tracey Ho
2699,Ingo Steinwart
27,Anya C. Hurlbert
270,Paul Mueller
2700,Fang Fang
2701,Paul R. Schrater
2702,Edward Snelson
2703,Song Wang
2704,Toshiro Kubota
2705,Jeffrey M. Siskind
2706,Felix A. Wichmann
2707,Arnulf B. Graf
2708,Georgios Theocharous
2709,Michael J. Quinlan
271,Jan Van der Spiegel
2710,Stephan K. Chalup
2711,Richard H. Middleton
2712,Daniela Pucci de Farias
2713,Nimrod Megiddo
2714,Artur Garcez
2715,Luis C. Lamb
2716,Ryan C. Kelly
2717,Amit Gruber
2718,Sung C. Jun
2719,Andrew Rabinovich
272,David Blackman
2720,Sameer Agarwal
2721,Casey Laris
2722,Jeffrey H. Price
2723,Serge J. Belongie
2724,Alina Beygelzimer
2725,Irina Rish
2726,Leonid Sigal
2727,Benjamin H. Sigelman
2728,David Kauchak
2729,David Hoyle
273,Timothy Chiu
2730,Michael Scholz
2731,Ian A. Meinertzhagen
2732,Matthias Hein
2733,Thomas N. Lal
2734,Tijl D. Bie
2735,Ant?nio M. Baptista
2736,Lorenzo Torresani
2737,Aaron Hertzmann
2738,Justin Werfel
2739,Noam Shental
274,Thomas Clare
2740,Aharon Bar-hillel
2741,Tomer Hertz
2742,Matthias H. Hennig
2743,Liva Ralaivola
2744,Mark Girolami
2745,Ata Kab?n
2746,Michael Fink
2747,Jeff A. Bilmes
2748,Peter J. Thomas
2749,Donald J. Spencer
275,Joseph Dao
2750,Sierra K. Hampton
2751,Peter Park
2752,Joseph P. Zurkus
2753,Joseph P. Campbell
2754,Douglas A. Reynolds
2755,Douglas A. Jones
2756,Timothy R. Leek
2757,Virginia Sa
2758,Pedro F. Felzenszwalb
2759,Daniel P. Huttenlocher
276,Christopher Donham
2760,Greg Hamerly
2761,Charles Elkan
2762,Xavier Carreras
2763,Llu?s M?rquez
2764,Daniel B. Neill
2765,Kohei Hatano
2766,M. A. Lewis
2767,Saori C. Tanaka
2768,Go Okada
2769,Kazutaka Ueda
277,Tzu-pu Hsieh
2770,Yasumasa Okamoto
2771,Shigeto Yamawaki
2772,Cynthia Rudin
2773,Ingrid Daubechies
2774,Jun Suzuki
2775,Yutaka Sasaki
2776,Eisaku Maeda
2777,Curt Bererton
2778,Vincent Bonin
2779,Valerio Mante
278,Marc Loinaz
2780,Matteo Carandini
2781,Shivani Agarwal
2782,Brian Tanner
2783,Joseph Bockhorst
2784,Jieping Ye
2785,Ravi Janardan
2786,Qi Li
2787,Changjiang Yang
2788,Ramani Duraiswami
2789,Larry S. Davis
279,Valentino Braitenberg
2790,N. J. Hill
2791,Karin Bierig
2792,Niels Birbaumer
2793,Nuttapong Chentanez
2794,Rob Fergus
2795,Giorgio Gia\-cin\-to
2796,Fabio Roli
2797,Tomoharu Iwata
2798,Ben Wellner
2799,Frank Dimaio
28,Alexander Moopenn
280,Michael G. Paulin
2800,George Phillips
2801,Adam Spiro
2802,Eran Stark
2803,Jing Wang
2804,Zhenyue Zhang
2805,Phillip Boyle
2806,Marcus Frean
2807,Felix Sch?rmann
2808,Karlheinz Meier
2809,Johannes Schemmel
281,John G. Harris
2810,Yoshitatsu Matsuda
2811,Kazunori Yamaguchi
2812,Antti Honkela
2813,Harri Valpola
2814,Shyam Visweswaran
2815,Jacob Goldberger
2816,Ruslan R. Salakhutdinov
2817,Dashan Gao
2818,Xiang Yan
2819,Persi Diaconis
282,M. Konishi
2820,Kumar Chellapilla
2821,Patrice Y. Simard
2822,Erik Aurell
2823,Uri Gordon
2824,Elizaveta Levina
2825,Peter J. Bickel
2826,Maria-florina Balcan
2827,Ke Yang
2828,Fabio Aiolli
2829,Laurent Zwald
283,Clay Spence
2830,Gilles Blanchard
2831,Pascal Massart
2832,R?gis Vert
2833,Eizaburo Doi
2834,Baranidharan Raman
2835,Ricardo Gutierrez-osuna
2836,Hui Zou
2837,Luca Zaniboni
2838,Taro Toyoizumi
2839,Jean-pascal Pfister
284,John C. Pearson
2840,Kazuyuki Aihara
2841,Sander M. Bohte
2842,Francisco Pereira
2843,Michael P. Holmes
2844,Charles Jr.
2845,Mohak Shah
2846,Romain Thibaux
2847,Kai Yu
2848,Robert Platt
2849,Roderic Grupen
285,J. J. Gelfand
2850,Suvrit Sra
2851,Joel Tropp
2852,Inderjit S. Dhillon
2853,Robin Pemantle
2854,Siddharth Suri
2855,Dragomir Anguelov
2856,Praveen Srinivasan
2857,Hoi-cheung Pang
2858,James Davis
2859,Linli Xu
286,R. M. Peterson
2860,James Neufeld
2861,Bryce Larson
2862,Omid Madani
2863,Gary W. Flake
2864,Jianlin Cheng
2865,Alessandro Vullo
2866,Pierre F. Baldi
2867,Hans P. Graf
2868,Igor Dourdanovic
2869,Don Hush
287,W. E. Sullivan
2870,Clint Scovel
2871,Zhengdong Lu
2872,Sean O'rourke
2873,Robin Friedman
2874,Ligen Wang
2875,Finn \. Nielsen
2876,Oliver Williams
2877,Roberto Cipolla
2878,Alexei Efros
2879,Volkan Isler
288,Jack L. Meador
2880,Mirk? Visontai
2881,Lihi Zelnik-manor
2882,Evan C. Smith
2883,Shai Avidan
2884,Moshe Butman
2885,Tanzeem Choudhury
2886,Sumit Basu
2887,Massimiliano Pavan
2888,Scott J. Gaffney
2889,Alexandre D'aspremont
289,Clint S. Cole
2890,Dori Peleg
2891,Adrian Corduneanu
2892,Dimah Yanovsky
2893,Robert D. Kleinberg
2894,Peter M. Todd
2895,Anja Dieckmann
2896,Margarita Osadchy
2897,Matthew L. Miller
2898,Jian Zhang
2899,Yiming Yang
29,H. Langenbacher
290,Kenneth Y. Goldberg
2900,Le Lu
2901,Gregory D. Hager
2902,Laurent Younes
2903,Jongwoo Lim
2904,Ruei-sung Lin
2905,Wolf Kienzle
2906,Martin Monperrus
2907,Sunita Sarawagi
2908,Marcelo A. Montemurro
2909,Stefano Panzeri
291,Barak A. Pearlmutter
2910,Wojtek Kowalczyk
2911,Roland Memisevic
2912,Ariadna Quattoni
2913,Johannes Mohr
2914,Jan E. Solem
2915,Fredrik Kahl
2916,Jason Rennie
2917,Rion Snow
2918,Laura W. Renninger
2919,Preeti Verghese
292,John S. Bridle
2920,Thilo Hinterberger
2921,Guido Widman
2922,Michael Schr?der
2923,Wolfgang Rosenstiel
2924,Christian E. Elger
2925,Pradeep Shenoy
2926,Ting Liu
2927,Peng Xu
2928,Frederick Jelinek
2929,Jonas Grossmann
293,John E. Moody
2930,Sacha Baginsky
2931,Wilhelm Gruissem
2932,Franz Roos
2933,Peter Widmayer
2934,Hideto Kazawa
2935,Tomonori Izumitani
2936,Hirotoshi Taira
2937,Pannagadatta K. Shivaswamy
2938,Nils Bertschinger
2939,Michal Rosen-zvi
294,Phillip Alvelda
2940,Michael Bowling
2941,Rama Natarajan
2942,Quentin J. Huys
2943,Ofer Shai
2944,Qun Pan
2945,Christine Misquitta
2946,Benjamin J. Blencowe
2947,John W. Fisher
2948,Rob Powers
2949,Yoav Shoham
295,A. Miguel San Martin
2950,Mukund Narasimhan
2951,M?t? Lengyel
2952,Erik G. Learned-miller
2953,Parvez Ahammad
2954,Robert Jenssen
2955,Deniz Erdogmus
2956,Jose Principe
2957,Torbj?rn Eltoft
2958,Tao Xiong
2959,S. W. Lim
296,Jun Zhang
2960,Z. Gao
2961,David H. Stern
2962,Hyun J. Park
2963,Te W. Lee
2964,John Blitzer
2965,Fernando Pereira
2966,Kilian Q. Weinberger
2967,Ulrike V. Luxburg
2968,Sajama Sajama
2969,Udayan Mallik
297,M. R. Walker
2970,Eugenio Culurciello
2971,Haidong Wang
2972,Douglas L. Brutlag
2973,Kosuke Hamaguchi
2974,Manel Mart?nez-ram?n
2975,Stefan Posse
2976,Noga Alon
2977,Tamir Hazan
2978,Xiaojin Zhu
2979,Constanze Hofstoetter
298,S. Haghighi
2980,Manuel Gil
2981,Kynan Eng
2982,Matti Mintz
2983,Tzu-kuo Huang
2984,Jaety Edwards
2985,Roger Bock
2986,Michael Maire
2987,Grace Vesom
2988,Jongmin Kim
2989,John Hopfield
299,A. Afghan
2990,Erik Winfree
2991,Tamara L. Berg
2992,Marco Cuturi
2993,Yuanqing Lin
2994,Rasmus K. Olsson
2995,Lars K. Hansen
2996,Moray Allan
2997,Sophie Deneve
2998,Balaji Krishnapuram
2999,David Williams
3,Philip A. Chou
30,A. P. Thakoor
300,Larry A. Akers
3000,Ya Xue
3001,Lawrence Carin
3002,Alexander J. Hartemink
3003,Juan Coz
3004,Gustavo F. Bay?n
3005,Jorge D?ez
3006,Oscar Luaces
3007,Antonio Bahamonde
3008,Carlos Sa?udo
3009,Jennifer Listgarten
301,Eyal Yair
3010,Andrew Emili
3011,Lorenzo Rosasco
3012,Andrea Caponnetto
