id,paper_id,author_id
3810,1727,1932
3811,1727,1933
3812,1685,1897
3813,1685,539
3814,1766,1560
3815,1766,1331
3816,1766,646
3817,1766,1967
3818,1718,1418
3819,1715,1720
3820,1715,1722
3821,1715,1912
3822,1715,1472
3823,1715,1410
3824,1715,1282
3825,1640,1853
3826,1640,330
3827,1755,1263
3828,1755,1173
3829,1773,4
3830,1773,1582
3831,1773,736
3832,1745,1254
3833,1721,1722
3834,1721,1472
3835,1721,1410
3836,1721,1282
3837,1721,1929
3838,1721,1720
3839,1736,1940
3840,1736,1941
3841,1753,1955
3842,1753,1265
3843,1723,1472
3844,1723,575
3845,1723,1410
3846,1723,736
3847,1723,4
3848,1778,1976
3849,1691,1904
3850,1722,1930
3851,1771,976
3852,1651,1865
3853,1651,865
3854,1671,1885
3855,1671,1886
3856,1767,1968
3857,1767,1969
3858,1645,1642
3859,1762,1369
3860,1762,1643
3861,1719,1539
3862,1652,732
3863,1652,1866
3864,1681,1428
3865,1681,1895
3866,1681,1429
3867,1641,1523
3868,1641,1505
3869,1650,755
3870,1779,1283
3871,1779,792
3872,1757,1957
3873,1757,1525
3874,1708,1546
3875,1708,1924
3876,1638,1850
3877,1638,1851
3878,1725,916
3879,1720,1556
3880,1720,1928
3881,1720,403
3882,1690,1556
3883,1690,1902
3884,1690,1903
3885,1690,403
3886,1781,1392
3887,1669,1884
3888,1669,1177
3889,1637,1849
3890,1637,1221
3891,1637,1254
3892,1734,1937
3893,1734,1939
3894,1731,1937
3895,1731,1938
3896,1731,1939
3897,1731,1392
3898,1680,1891
3899,1680,1892
3900,1680,1893
3901,1680,1894
3902,1738,1616
3903,1648,686
3904,1648,1864
3905,1787,1982
3906,1787,1683
3907,1787,1983
3908,1787,552
3909,1655,1283
3910,1655,1867
3911,1686,1898
3912,1686,998
3913,1698,1910
3914,1698,1911
3915,1698,1505
3916,1670,1530
3917,1670,1835
3918,1647,1862
3919,1647,1863
3920,1668,1074
3921,1668,1883
3922,1784,283
3923,1784,1302
3924,1750,1952
3925,1750,1761
3926,1747,1946
3927,1747,1701
3928,1747,1947
3929,1742,1944
3930,1742,388
3931,1642,1854
3932,1642,1855
3933,1642,1856
3934,1642,1857
3935,1642,21
3936,1642,1858
3937,1785,1336
3938,1785,1980
3939,1785,998
3940,1785,1338
3941,1785,1339
3942,1785,54
3943,1740,1484
3944,1765,1965
3945,1765,1966
3946,1765,418
3947,1744,115
3948,1654,969
3949,1704,1915
3950,1704,293
3951,1706,172
3952,1706,1918
3953,1706,1919
3954,1706,1920
3955,1749,191
3956,1749,1948
3957,1749,1949
3958,1749,1950
3959,1749,1951
3960,1714,1302
3961,1714,283
3962,1714,1004
3963,1714,1404
3964,1714,1282
3965,1662,1875
3966,1662,1876
3967,1662,1877
3968,1662,667
3969,1662,1878
3970,1662,1879
3971,1662,458
3972,1775,754
3973,1775,708
3974,1775,1972
3975,1775,1973
3976,1675,1656
3977,1675,1485
3978,1675,94
3979,1675,1657
3980,1644,1859
3981,1644,1860
3982,1761,1702
3983,1761,1703
3984,1665,1322
3985,1665,1323
3986,1665,1881
3987,1770,769
3988,1664,708
3989,1664,1278
3990,1664,1853
3991,1786,1981
3992,1786,1266
3993,1716,1926
3994,1748,1853
3995,1748,1602
3996,1748,1814
3997,1788,1984
3998,1788,67
3999,1788,1985
4000,1788,1986
4001,1788,1987
4002,1788,1988
4003,1667,1882
4004,1667,1602
4005,1667,1814
4006,1763,1962
4007,1763,539
4008,1754,1956
4009,1713,326
4010,1713,1872
4011,1713,754
4012,1713,1278
4013,1772,539
4014,1799,2002
4015,1799,869
4016,1799,473
4017,1827,386
4018,1827,391
4019,1819,1949
4020,1819,191
4021,1842,2042
4022,1842,632
4023,1883,229
4024,1883,632
4025,1897,2080
4026,1897,2081
4027,1897,2082
4028,1897,2083
4029,1931,2115
4030,1931,998
4031,1796,1996
4032,1796,530
4033,1796,1997
4034,1845,1188
4035,1845,2044
4036,1889,2075
4037,1867,2062
4038,1867,2012
4039,1867,424
4040,1851,1435
4041,1851,308
4042,1801,2004
4043,1801,2005
4044,1801,2006
4045,1801,549
4046,1916,757
4047,1916,890
4048,1847,424
4049,1882,1785
4050,1882,865
4051,1834,1661
4052,1834,2029
4053,1834,739
4054,1809,2012
4055,1809,2013
4056,1809,424
4057,1809,426
4058,1872,1975
4059,1872,632
4060,1813,2014
4061,1813,618
4062,1903,2014
4063,1903,618
4064,1903,640
4065,1903,518
4066,1828,2025
4067,1828,229
4068,1828,373
4069,1894,1869
4070,1894,2079
4071,1894,865
4072,1894,426
4073,1894,424
4074,1860,1762
4075,1860,1761
4076,1884,2072
4077,1808,2010
4078,1808,2011
4079,1854,2049
4080,1854,1518
4081,1904,632
4082,1870,1666
4083,1870,1796
4084,1870,575
4085,1793,1992
4086,1793,863
4087,1844,1796
4088,1844,1666
4089,1879,1766
4090,1879,679
4091,1890,1632
4092,1890,1838
4093,1899,2084
4094,1899,2085
4095,1899,1615
4096,1868,947
4097,1910,2097
4098,1910,618
4099,1914,2106
4100,1914,1632
4101,1825,2024
4102,1825,709
4103,1906,2093
4104,1906,1431
4105,1800,2003
4106,1800,424
4107,1925,1254
4108,1925,1020
4109,1862,1472
4110,1790,1410
4111,1790,1990
4112,1790,575
4113,1927,1828
4114,1803,1914
4115,1803,1185
4116,1803,1795
4117,1826,999
4118,1934,1474
4119,1858,1398
4120,1858,2058
4121,1829,1871
4122,1829,1992
4123,1829,863
4124,1891,1901
4125,1823,1964
4126,1823,748
4127,1823,1652
4128,1823,732
4129,1918,2108
4130,1918,1969
4131,1919,1484
4132,1865,2061
4133,1865,248
4134,1822,1714
4135,1822,1808
4136,1895,1196
4137,1895,1243
4138,1895,21
4139,1814,941
4140,1814,26
4141,1876,1880
4142,1876,1912
4143,1876,475
4144,1876,732
4145,1856,2054
4146,1856,2055
4147,1846,405
4148,1846,969
4149,1789,1989
4150,1789,976
4151,1893,1907
4152,1893,709
4153,1852,632
4154,1852,1975
4155,1875,2066
4156,1875,2067
4157,1875,2068
4158,1929,1945
4159,1920,2109
4160,1920,178
4161,1920,2110
4162,1920,1874
4163,1920,2111
4164,1940,2127
4165,1940,2128
4166,1940,1630
4167,1940,1814
4168,1859,1370
4169,1859,2059
4170,1815,1370
4171,1815,2015
4172,1815,1019
4173,1815,2016
4174,1864,1834
4175,1907,1020
4176,1907,1887
4177,1802,1666
4178,1802,1796
4179,1848,2045
4180,1848,585
4181,1922,1796
4182,1922,1666
4183,1810,1141
4184,1810,191
4185,1806,1849
4186,1806,1474
4187,1806,1221
4188,1881,2070
4189,1881,1221
4190,1881,2071
4191,1861,1464
4192,1861,863
4193,1869,2063
4194,1869,736
4195,1869,1582
4196,1869,327
4197,1935,2119
4198,1935,2120
4199,1924,1064
4200,1924,2113
4201,1818,1895
4202,1818,1821
4203,1818,2019
4204,1818,1428
4205,1930,1720
4206,1930,1722
4207,1930,1282
4208,1853,2048
4209,1805,2007
4210,1805,2008
4211,1863,2060
4212,1863,1091
4213,1863,1464
4214,1880,1410
4215,1880,646
4216,1928,2114
4217,1928,1019
4218,1791,1539
4219,1896,865
4220,1896,1865
4221,1795,1995
4222,1795,1814
4223,1900,562
4224,1857,1952
4225,1857,2056
4226,1857,2057
4227,1850,1912
4228,1850,1866
4229,1850,1880
4230,1850,2047
4231,1850,26
4232,1850,732
4233,1873,755
4234,1866,755
4235,1866,1930
4236,1832,2028
4237,1832,1505
4238,1832,1523
4239,1797,388
4240,1797,1998
4241,1833,1901
4242,1905,2091
4243,1905,2092
4244,1905,1149
4245,1912,2098
4246,1912,2099
4247,1912,2100
4248,1912,2101
4249,1912,2102
4250,1912,2103
4251,1912,2104
4252,1923,916
4253,1923,1147
4254,1855,2050
4255,1855,2051
4256,1855,2052
4257,1855,2053
4258,1824,2022
4259,1824,1472
4260,1824,2023
4261,1824,764
4262,1917,265
4263,1917,350
4264,1917,6950
4265,1908,1482
4266,1908,4
4267,1908,2094
4268,1908,2095
4269,1820,2020
4270,1820,75
4271,1898,1965
4272,1898,678
4273,1898,1505
4274,1898,418
4275,1871,2064
4276,1926,1302
4277,1926,283
4278,1926,1004
4279,1885,1616
4280,1794,1993
4281,1794,1994
4282,1939,1201
4283,1939,2126
4284,1921,1215
4285,1921,2112
4286,1902,2088
4287,1902,2089
4288,1902,2090
4289,1913,2105
4290,1913,1449
4291,1913,1739
4292,1937,2121
4293,1937,2122
4294,1937,2123
4295,1804,1748
4296,1804,937
4297,1838,2033
4298,1838,2034
4299,1838,539
4300,1838,2035
4301,1835,2030
4302,1835,1370
4303,1909,1456
4304,1909,2096
4305,1909,54
4306,1830,1285
4307,1830,2026
4308,1836,998
4309,1836,1624
4310,1836,1660
4311,1878,1074
4312,1878,2069
4313,1878,1030
4314,1938,1263
4315,1938,2124
4316,1938,2125
4317,1938,1173
4318,1792,1991
4319,1886,1925
4320,1886,121
4321,1816,2017
4322,1816,41
4323,1843,2043
4324,1843,485
4325,1839,178
4326,1839,2036
4327,1839,2037
4328,1877,1439
4329,1877,54
4330,1877,998
4331,1887,2073
4332,1887,1472
4333,1887,315
4334,1887,2074
4335,1807,2009
4336,1807,121
4337,1933,1816
4338,1933,1946
4339,1932,2116
4340,1932,2117
4341,1932,2118
4342,1901,2086
4343,1901,2087
4344,1901,1160
4345,1892,2076
4346,1892,2077
4347,1892,2078
4348,1798,1999
4349,1798,2000
4350,1798,2001
4351,1817,2018
4352,1817,1701
4353,1874,2065
4354,1874,1228
4355,1812,1702
4356,1812,1703
4357,1936,1629
4358,1936,1603
4359,1811,1023
4360,1811,343
4361,1915,2107
4362,1911,1357
4363,1837,2031
4364,1837,2032
4365,1821,2021
4366,1821,325
4367,1841,2041
4368,1841,759
4369,1849,1263
4370,1849,2046
4371,1888,1956
4372,1888,121
4373,1831,2027
4374,1840,2038
4375,1840,2039
4376,1840,2040
4377,2026,2205
4378,2026,140
4379,2048,632
4380,2119,386
4381,2119,2283
4382,2119,2284
4383,2119,391
4384,2081,2248
4385,2081,2249
4386,2081,1552
4387,2081,1578
4388,1945,2132
4389,1945,2133
4390,2080,2247
4391,2080,325
4392,1989,191
4393,1989,2171
4394,1989,2172
4395,2130,2294
4396,2130,2295
4397,1971,1219
4398,1971,2155
4399,1942,1635
4400,1942,2129
4401,2025,1635
4402,2025,2204
4403,2041,2221
4404,1993,2178
4405,2077,2244
4406,2000,1101
4407,2000,2185
4408,1943,2130
4409,1943,2131
4410,2088,2253
4411,2088,2254
4412,1974,2158
4413,1974,2159
4414,2034,2211
4415,2034,2212
4416,2034,2213
4417,2030,2206
4418,2030,2207
4419,2030,1282
4420,2011,890
4421,2011,2191
4422,2021,1785
4423,2021,2199
4424,2021,2200
4425,2021,2201
4426,2021,2202
4427,2021,865
4428,1982,2167
4429,1982,2168
4430,2103,632
4431,2103,2266
4432,1966,2152
4433,1966,1035
4434,2076,2242
4435,2076,2243
4436,1997,2182
4437,1997,2125
4438,1997,1542
4439,1997,2183
4440,1997,39
4441,2099,2259
4442,2099,1871
4443,2099,2260
4444,2115,2145
4445,2115,2280
4446,2056,1765
4447,1972,2156
4448,1972,2157
4449,2006,1258
4450,2006,844
4451,1994,2179
4452,1994,2180
4453,1975,1762
4454,1975,2160
4455,1975,1761
4456,2031,2208
4457,2031,1091
4458,1957,2144
4459,1957,2145
4460,2117,2281
4461,2117,1917
4462,2117,2282
4463,2112,2276
4464,2112,458
4465,2038,2216
4466,2038,2217
4467,2038,424
4468,2038,2218
4469,1988,1954
4470,1988,844
4471,1995,1871
4472,1995,2181
4473,2072,2240
4474,2072,2241
4475,2072,1472
4476,2015,844
4477,2015,2195
4478,2015,2196
4479,2049,2227
4480,2049,968
4481,2113,2277
4482,2113,2278
4483,2113,1834
4484,1946,1582
4485,1946,736
4486,1946,1518
4487,1946,2134
4488,2040,2220
4489,2040,343
4490,2040,1872
4491,2121,2285
4492,2121,1539
4493,2105,1796
4494,2105,575
4495,2071,2239
4496,2010,1847
4497,2010,1828
4498,2010,844
4499,2135,1632
4500,2135,1838
4501,2100,2261
4502,2100,1701
4503,2100,2262
4504,2061,2230
4505,1958,947
4506,1958,1410
4507,1958,575
4508,2042,2222
4509,2042,2223
4510,1970,2153
4511,1970,2154
4512,2090,2024
4513,2090,709
4514,1965,2003
4515,1965,2151
4516,1965,424
4517,2123,709
4518,2123,2287
4519,1963,1722
4520,1963,1720
4521,1963,1253
4522,2004,1590
4523,2004,2188
4524,2111,2275
4525,2127,736
4526,2127,1582
4527,2127,2134
4528,1987,1200
4529,1990,1828
4530,1990,1847
4531,1990,844
4532,2104,2267
4533,2104,2268
4534,2136,2228
4535,2108,2269
4536,2108,1736
4537,2108,2270
4538,2066,1943
4539,2066,2234
4540,2066,1821
4541,2069,2237
4542,2069,330
4543,1956,1887
4544,1956,1020
4545,1956,2143
4546,1961,2150
4547,1961,1143
4548,2132,2300
4549,2132,1808
4550,2070,2238
4551,2070,1853
4552,2070,330
4553,2024,1880
4554,2024,1472
4555,2078,2245
4556,2078,2246
4557,2078,710
4558,2089,2245
4559,2089,1942
4560,1949,2141
4561,1949,350
4562,1949,178
4563,2023,1989
4564,2023,976
4565,2002,1582
4566,2002,736
4567,2002,2134
4568,2027,1907
4569,2027,709
4570,2027,1474
4571,2054,2066
4572,2054,2068
4573,2064,2231
4574,2064,2232
4575,1964,1518
4576,1964,1912
4577,2129,2292
4578,2129,2293
4579,1976,2161
4580,1978,1592
4581,1978,2163
4582,1998,2184
4583,1962,1370
4584,1962,1935
4585,1973,1370
4586,1973,2059
4587,1973,1935
4588,2126,1370
4589,2126,2290
4590,2126,2291
4591,1985,2169
4592,2037,809
4593,2094,2257
4594,2094,1404
4595,2094,2193
4596,2094,1282
4597,2083,748
4598,2083,2250
4599,1954,1019
4600,1954,1652
4601,2128,1321
4602,2128,1410
4603,2128,575
4604,2039,1577
4605,2039,2219
4606,2036,2214
4607,2036,2215
4608,2036,2108
4609,2036,330
4610,1968,2139
4611,1968,1196
4612,2101,343
4613,2101,708
4614,2101,754
4615,2007,2190
4616,2007,459
4617,2050,1926
4618,2050,2221
4619,2020,1853
4620,2020,330
4621,2092,1853
4622,2092,330
4623,2092,1523
4624,2068,2236
4625,2068,121
4626,2057,1747
4627,2009,1080
4628,2009,937
4629,2055,2143
4630,2055,1020
4631,2082,1616
4632,2082,1201
4633,2082,121
4634,2085,1201
4635,2085,1464
4636,2133,1930
4637,2065,2233
4638,2065,1814
4639,2065,1263
4640,2131,2296
4641,2131,2297
4642,2131,2298
4643,2131,2299
4644,1952,1865
4645,1952,1630
4646,1952,865
4647,2096,1642
4648,2096,2258
4649,1967,2114
4650,1967,1019
4651,2001,2186
4652,2001,2187
4653,1948,539
4654,1948,2139
4655,1948,2140
4656,2028,1586
4657,2014,2192
4658,2014,2193
4659,2014,1722
4660,2014,2194
4661,2014,1282
4662,2058,2037
4663,2058,178
4664,2046,2226
4665,2046,458
4666,2107,1952
4667,2107,1019
4668,2107,2057
4669,2022,2203
4670,2102,2263
4671,2102,2264
4672,2102,2265
4673,1979,1591
4674,1979,2164
4675,2125,937
4676,2125,1080
4677,2122,2286
4678,1980,1922
4679,1980,2165
4680,1980,2166
4681,1980,291
4682,1992,2173
4683,1992,2174
4684,1992,2175
4685,1992,2176
4686,1992,2177
4687,2051,2228
4688,1959,2146
4689,1959,2147
4690,2059,2229
4691,2059,1173
4692,2124,2288
4693,2124,2289
4694,2124,47
4695,2032,2209
4696,2032,941
4697,2045,916
4698,2045,1347
4699,2045,1346
4700,2045,228
4701,2045,764
4702,1947,2135
4703,1947,2136
4704,1947,2137
4705,1947,2138
4706,1977,2162
4707,1977,2091
4708,1977,1149
4709,2114,2279
4710,2114,978
4711,2084,817
4712,2084,2251
4713,2084,1285
4714,2137,1931
4715,2137,121
4716,1951,2142
4717,2016,1370
4718,2016,2030
4719,2016,2095
4720,2016,2094
4721,2005,1898
4722,2005,2189
4723,2086,2252
4724,2086,1404
4725,2086,2193
4726,2086,1282
4727,1960,2148
4728,1960,2149
4729,2044,2224
4730,2044,2225
4731,2093,2255
4732,2093,2256
4733,2110,2274
4734,2110,1884
4735,2067,2235
4736,2060,1748
4737,2060,937
4738,2109,2271
4739,2109,2272
4740,2109,2047
4741,2109,2273
4742,2109,26
4743,2075,1697
4744,2075,1698
4745,2075,41
4746,2033,2210
4747,2033,1183
4748,2019,2197
4749,2019,2198
4750,1950,1399
4751,1950,1400
4752,1950,6934
4753,1950,3359
4754,1950,1401
4755,2018,6973
4756,2018,1866
4757,2018,6974
4758,2018,6975
4759,2106,6980
4760,2106,6981
4761,2106,1183
4762,2098,6977
4763,2098,6978
4764,2098,6979
4765,2074,2458
4766,2091,6952
4767,2091,6953
4768,1991,1759
4769,1991,6935
4770,2013,6946
4771,2013,6947
4772,1955,1484
4773,2008,2061
4774,2008,6962
4775,2120,2061
4776,2120,248
4777,1999,6972
4778,1999,2154
4779,2062,3744
4780,2062,178
4781,2062,2037
4782,2062,1445
4783,2062,2109
4784,2062,4389
4785,2062,6951
4786,2079,6955
4787,2063,2044
4788,2063,1188
4789,2118,1546
4790,2118,2027
4791,2012,1612
4792,2012,6964
4793,2012,1171
4794,2012,6965
4795,2095,191
4796,2095,6968
4797,2095,2171
4798,2095,6969
4799,2095,6970
4800,2029,6954
4801,2029,459
4802,1996,4
4803,1996,6958
4804,1996,6959
4805,1996,6960
4806,1996,6961
4807,2035,6929
4808,2047,6976
4809,2047,2231
4810,2097,1253
4811,2097,1722
4812,2097,6930
4813,2097,6931
4814,2097,6932
4815,2087,1946
4816,1969,886
4817,1969,1050
4818,1969,6933
4819,1953,6971
4820,1984,6966
4821,1984,6967
4822,2116,769
4823,2116,1047
4824,1944,3022
4825,1944,1278
4826,2052,6982
4827,2052,646
4828,2052,1331
4829,2053,2464
4830,2053,3880
4831,1941,2592
4832,1941,1814
4833,1941,1602
4834,2073,2572
4835,2003,6956
4836,2003,6957
4837,2134,6963
4838,2134,1602
4839,1983,343
4840,1983,326
4841,1986,2093
4842,1986,4492
4843,2043,1621
4844,1981,1904
4845,1981,2015
4846,2017,1047
4847,2017,769
4848,2325,2132
4849,2325,2133
4850,2153,2044
4851,2153,2315
4852,2251,2042
4853,2251,632
4854,2195,1189
4855,2195,330
4856,2252,2437
4857,2252,2438
4858,2332,1188
4859,2332,2044
4860,2259,2445
4861,2284,2474
4862,2284,1188
4863,2249,2433
4864,2249,2434
4865,2283,2471
4866,2283,2472
4867,2283,2473
4868,2158,2318
4869,2158,2044
4870,2158,1188
4871,2225,331
4872,2225,2408
4873,2219,2404
4874,2219,2205
4875,2219,140
4876,2253,2439
4877,2253,473
4878,2253,748
4879,2253,386
4880,2342,2526
4881,2342,518
4882,2335,1670
4883,2335,2486
4884,2178,2351
4885,2178,2352
4886,2178,2353
4887,2178,2354
4888,2178,2355
4889,2178,2356
4890,2178,1542
4891,2205,2389
4892,2205,976
4893,2205,2390
4894,2205,880
4895,2334,2521
4896,2334,2522
4897,2334,518
4898,2184,2365
4899,2184,1530
4900,2330,1451
4901,2246,632
4902,2246,2266
4903,2142,2306
4904,2142,395
4905,2142,102
4906,2207,2391
4907,2265,1934
4908,2265,2453
4909,2201,2385
4910,2201,2386
4911,2201,734
4912,2231,1869
4913,2231,424
4914,2231,2411
4915,2229,998
4916,2229,2096
4917,2229,6998
4918,2229,6997
4919,2307,618
4920,2307,2014
4921,2307,2494
4922,2310,632
4923,2310,1670
4924,2310,2497
4925,2243,2426
4926,2243,2427
4927,2243,1183
4928,2254,2440
4929,2254,202
4930,2188,6999
4931,2188,1673
4932,2188,1160
4933,2188,1674
4934,2209,2394
4935,2209,2395
4936,2312,2499
4937,2312,2500
4938,2312,424
4939,2337,2524
4940,2337,739
4941,2152,1835
4942,2152,1530
4943,2329,2517
4944,2329,2518
4945,2270,1959
4946,2294,1670
4947,2294,2486
4948,2237,2422
4949,2267,1431
4950,2267,1901
4951,2185,2024
4952,2185,709
4953,2214,1865
4954,2214,1523
4955,2220,1403
4956,2248,2432
4957,2248,1872
4958,2198,2382
4959,2198,2383
4960,2309,2263
4961,2309,2419
4962,2216,2222
4963,2216,2223
4964,2138,2301
4965,2255,999
4966,2255,844
4967,2300,2049
4968,2300,2491
4969,2168,1913
4970,2168,2329
4971,2146,2222
4972,2146,2223
4973,2339,1838
4974,2339,1403
4975,2317,2139
4976,2317,736
4977,2328,2513
4978,2328,2514
4979,2328,2449
4980,2328,2515
4981,2328,2516
4982,2340,2230
4983,2196,1901
4984,2261,1989
4985,2261,2447
4986,2261,2448
4987,2261,865
4988,2154,2277
4989,2154,2278
4990,2154,1834
4991,2193,2379
4992,2193,575
4993,2193,1410
4994,2150,1020
4995,2150,2143
4996,2250,2435
4997,2250,2267
4998,2250,2436
4999,2164,2328
5000,2164,330
5001,2164,2312
5002,2164,1853
5003,2166,1722
5004,2166,1720
5005,2166,1410
5006,2222,2406
5007,2222,1064
5008,2222,578
5009,2313,2501
5010,2313,1254
5011,2313,2502
5012,2313,1768
5013,2202,1989
5014,2202,2387
5015,2202,976
5016,2148,1141
5017,2148,191
5018,2148,458
5019,2156,1736
5020,2156,1737
5021,2232,2412
5022,2232,2413
5023,2232,969
5024,2272,1410
5025,2272,2460
5026,2144,1357
5027,2257,1880
5028,2257,1912
5029,2257,1472
5030,2318,2506
5031,2159,1046
5032,2159,809
5033,2159,2319
5034,2240,1796
5035,2240,1612
5036,2240,1930
5037,2139,2302
5038,2139,2227
5039,2139,1940
5040,2139,968
5041,2308,2495
5042,2308,2496
5043,2308,2161
5044,2327,2512
5045,2327,2510
5046,2327,2419
5047,2298,2490
5048,2298,2233
5049,2155,1173
5050,2155,7000
5051,2316,2505
5052,2316,1582
5053,2316,2419
5054,2275,2187
5055,2275,388
5056,2275,121
5057,2176,2347
5058,2176,2348
5059,2176,2349
5060,2176,2045
5061,2290,1843
5062,2183,2363
5063,2183,2364
5064,2160,2320
5065,2160,2321
5066,2141,2305
5067,2141,1188
5068,2343,1451
5069,2244,1174
5070,2244,1411
5071,2292,2192
5072,2292,2193
5073,2292,1282
5074,2227,1642
5075,2227,2258
5076,2221,1816
5077,2221,2405
5078,2191,2376
5079,2191,1904
5080,2191,2377
5081,2163,2325
5082,2163,2326
5083,2163,2327
5084,2274,2463
5085,2274,2464
5086,2172,1171
5087,2172,2337
5088,2172,2338
5089,2226,2409
5090,2226,2410
5091,2295,6988
5092,2295,1701
5093,2295,6991
5094,2263,2432
5095,2263,2449
5096,2281,2469
5097,2281,585
5098,2206,1952
5099,2206,2321
5100,2206,2057
5101,2215,1940
5102,2215,2399
5103,2215,1282
5104,2215,968
5105,2203,2037
5106,2203,178
5107,2276,121
5108,2276,1616
5109,2180,2186
5110,2180,1616
5111,2194,1640
5112,2223,1785
5113,2223,865
5114,2258,1361
5115,2258,2444
5116,2258,844
5117,2297,1912
5118,2297,1880
5119,2297,732
5120,2297,1518
5121,2297,1472
5122,2260,2446
5123,2260,1456
5124,2260,54
5125,2321,1141
5126,2321,458
5127,2234,2416
5128,2234,1020
5129,2187,2215
5130,2187,330
5131,2187,2368
5132,2239,2423
5133,2239,1538
5134,2235,2417
5135,2235,888
5136,2235,2418
5137,2235,2419
5138,2306,2150
5139,2306,1143
5140,2269,641
5141,2269,2316
5142,2279,2467
5143,2279,976
5144,2230,2343
5145,2230,562
5146,2165,1753
5147,2264,2450
5148,2264,2451
5149,2264,2452
5150,2333,2519
5151,2333,969
5152,2333,2520
5153,2336,2190
5154,2336,2523
5155,2336,459
5156,2266,2454
5157,2266,2455
5158,2266,2456
5159,2266,2457
5160,2173,2339
5161,2173,1474
5162,2293,2237
5163,2293,330
5164,2210,2396
5165,2210,388
5166,2199,2114
5167,2199,2321
5168,2287,2479
5169,2287,2480
5170,2287,2481
5171,2287,2482
5172,2287,2143
5173,2280,2468
5174,2280,1201
5175,2280,1464
5176,2341,2525
5177,2341,678
5178,2305,2493
5179,2305,2184
5180,2305,1285
5181,2189,2369
5182,2189,2370
5183,2233,916
5184,2233,2414
5185,2233,2415
5186,2344,8447
5187,2344,2420
5188,2344,2092
5189,2344,1149
5190,2331,1346
5191,2170,2330
5192,2170,2331
5193,2170,2332
5194,2170,2333
5195,2170,2334
5196,2256,2190
5197,2256,2441
5198,2256,2442
5199,2256,2443
5200,2256,459
5201,2320,2507
5202,2320,2206
5203,2320,2207
5204,2320,1282
5205,2311,2498
5206,2311,1786
5207,2326,2511
5208,2326,1347
5209,2211,2397
5210,2211,2398
5211,2190,2371
5212,2190,2372
5213,2190,2373
5214,2190,2374
5215,2190,2375
5216,2190,941
5217,2236,2420
5218,2236,2092
5219,2236,1149
5220,2236,8447
5221,2242,2425
5222,2242,941
5223,2224,2407
5224,2224,1456
5225,2289,1201
5226,2289,1464
5227,2289,2484
5228,2289,2485
5229,2161,2322
5230,2161,1867
5231,2186,2366
5232,2186,2367
5233,2238,1482
5234,2301,350
5235,2314,2503
5236,2314,2504
5237,2151,2314
5238,2151,976
5239,2174,2340
5240,2174,2341
5241,2174,2342
5242,2174,1174
5243,2157,2316
5244,2157,2317
5245,2157,1523
5246,2217,2400
5247,2217,2401
5248,2217,1449
5249,2212,2059
5250,2212,1935
5251,2212,7070
5252,2277,6939
5253,2277,6938
5254,2277,6949
5255,2277,6944
5256,2315,1539
5257,2315,1171
5258,2200,1949
5259,2200,7071
5260,2271,2459
5261,2323,2508
5262,2323,2509
5263,2182,2361
5264,2182,2362
5265,2182,678
5266,2247,2430
5267,2247,2431
5268,2145,2069
5269,2145,1074
5270,2268,1505
5271,2268,2458
5272,2286,2477
5273,2286,1505
5274,2286,2478
5275,2169,1702
5276,2177,2187
5277,2177,2350
5278,2177,121
5279,2167,3207
5280,2167,1030
5281,2218,2402
5282,2218,2403
5283,2338,7003
5284,2338,7004
5285,2338,6947
5286,2288,7072
5287,2288,2483
5288,2149,2309
5289,2149,2310
5290,2149,2311
5291,2149,2312
5292,2149,2313
5293,2175,2343
5294,2175,562
5295,2175,2344
5296,2175,2345
5297,2175,2346
5298,2179,2357
5299,2179,1912
5300,2179,2358
5301,2179,2359
5302,2273,2461
5303,2273,2462
5304,2162,7073
5305,2162,2019
5306,2162,2324
5307,2278,2465
5308,2278,2466
5309,2302,6948
5310,2302,99
5311,2302,2865
5312,2302,977
5313,2181,2360
5314,2181,1523
5315,2296,2487
5316,2296,1253
5317,2296,2488
5318,2296,2489
5319,2324,2510
5320,2324,1582
5321,2324,736
5322,2291,1648
5323,2282,2328
5324,2282,330
5325,2282,2470
5326,2282,2312
5327,2197,2380
5328,2197,2061
5329,2197,248
5330,2197,2381
5331,2262,3594
5332,2262,2019
5333,2285,2475
5334,2285,2476
5335,2140,2303
5336,2140,2304
5337,2140,1037
5338,2245,2428
5339,2245,2429
5340,2304,2041
5341,2304,448
5342,2299,583
5343,2192,2378
5344,2192,2040
5345,2322,2392
5346,2303,2492
5347,2303,1832
5348,2171,2335
5349,2171,2336
5350,2208,2392
5351,2208,2393
5352,2241,2293
5353,2241,2424
5354,2143,1799
5355,2143,1573
5356,2147,2307
5357,2147,2308
5358,2213,448
5359,2213,2041
5360,2204,2388
5361,2204,2032
5362,2228,6963
5363,2228,1602
5364,2319,1962
5365,2319,1357
5366,2435,1966
5367,2435,2056
5368,2435,1505
5369,2435,2057
5370,2519,2744
5371,2519,2745
5372,2466,2044
5373,2466,330
5374,2466,1188
5375,2466,2238
5376,2397,2591
5377,2397,2592
5378,2397,1814
5379,2403,1666
5380,2403,1796
5381,2366,2558
5382,2366,2559
5383,2450,2229
5384,2450,2490
5385,2450,1355
5386,2450,2631
5387,2542,2192
5388,2542,1722
5389,2478,2412
5390,2478,969
5391,2507,2734
5392,2507,1582
5393,2513,1361
5394,2513,2237
5395,2513,330
